system:index,tc_2001,tc_2002,tc_2003,tc_2004,tc_2005,tc_2006,tc_2007,tc_2008,tc_2009,tc_2010,tc_2011,tc_2012,tc_2013,tc_2014,tc_2015,tc_2016,tc_2017,tc_2018,tc_2019,.geo
0,8.982636091530212E9,1.0248787983097565E10,9.717782436051666E9,1.4421781395466522E10,7.732016738066742E9,1.1339645637311493E10,1.032088820813678E10,1.19023374572005E10,8.896422674670197E9,8.0748597555354E9,1.0127604031221802E10,2.3999860852133575E10,2.4306856861597504E10,1.778810795319583E10,8.98612532774524E9,2.3018173144341797E10,2.6491826468369873E10,2.7280277037653015E10,1.5517724242147125E10,
