system:index,tc_2001,tc_2002,tc_2003,tc_2004,tc_2005,tc_2006,tc_2007,tc_2008,tc_2009,tc_2010,tc_2011,tc_2012,tc_2013,tc_2014,tc_2015,tc_2016,tc_2017,tc_2018,tc_2019,.geo
0,4.2434781665076294E9,3.4867754591658936E9,3.12906421545459E9,4.239985695443756E9,4.324924837718018E9,3.9283256051693726E9,4.428271484722778E9,4.301728939494934E9,5.008223826419434E9,5.076471718769836E9,6.111846794185516E9,5.423605149014893E9,5.041210930795288E9,4.726788622789093E9,4.394531712156891E9,5.257212982167969E9,5.427469580127869E9,5.407436525358765E9,5.716252889593475E9,
