system:index,Forest Loss Total,year,.geo
0,0.0,2004.0,
1,6.073084961193848E7,2005.0,
2,9311819.908203125,2006.0,
3,0.0,2007.0,
4,2.3313639008911133E7,2008.0,
5,656547.4262695312,2009.0,
6,9.116067499602051E8,2010.0,
7,5.0748326591796875E7,2011.0,
8,0.0,2012.0,
9,0.0,2013.0,
10,1011539.3201904297,2014.0,
11,1141395.0429077148,2015.0,
12,497309.7269897461,2016.0,
13,0.0,2017.0,
14,2.0319127758996582E8,2018.0,
