system:index,Forest Loss Total,year,.geo
0,1.531341143774058E9,2004.0,
1,2.1457077142072058E9,2005.0,
2,1.513310027809287E9,2006.0,
3,2.2048552204695854E9,2007.0,
4,1.8018929500733683E9,2008.0,
5,1.6955830069737723E9,2009.0,
6,2.4747293230393157E9,2010.0,
7,2.1454293417329113E9,2011.0,
8,1.6988231170680327E9,2012.0,
9,1.1751050268490107E9,2013.0,
10,1.586744008187817E9,2014.0,
11,1.4114908070720422E9,2015.0,
12,2.968237217649783E9,2016.0,
13,3.522186699398183E9,2017.0,
14,3.308000263233962E9,2018.0,
