system:index,Forest Loss Total,year,.geo
0,2.636725229138952E8,2001.0,
1,3.3590451639648986E8,2002.0,
2,2.1830659118992105E8,2003.0,
3,6.212204727004781E8,2004.0,
4,4.700179609042556E8,2005.0,
5,6.645717762107989E8,2006.0,
6,5.663672937635405E8,2007.0,
7,4.239544387542878E8,2008.0,
8,6.54859736663936E8,2009.0,
9,5.512168626528116E8,2010.0,
10,4.0197600678836024E8,2011.0,
11,8.78876214162834E8,2012.0,
12,6.649609149122185E8,2013.0,
13,7.708747169576488E8,2014.0,
14,6.761180380282182E8,2015.0,
15,1.0814512683859081E9,2016.0,
16,1.0766429839206202E9,2017.0,
17,1.1533217577423174E9,2018.0,
18,7.142951116892394E8,2019.0,
