system:index,Forest Loss Total,year,.geo
0,2.2268044996672052E8,2001.0,
1,2.907576714078574E8,2002.0,
2,2.003534540855251E8,2003.0,
3,4.718805072750221E8,2004.0,
4,2.930348041615684E8,2005.0,
5,4.83716418111834E8,2006.0,
6,4.6427103940739304E8,2007.0,
7,3.750758693860567E8,2008.0,
8,5.430593765343049E8,2009.0,
9,4.7732757157869256E8,2010.0,
10,3.256690023487207E8,2011.0,
11,4.839189528136987E8,2012.0,
12,5.825679990796188E8,2013.0,
13,6.909298305390441E8,2014.0,
14,5.919282053655156E8,2015.0,
15,9.641890257096831E8,2016.0,
16,7.302102849500763E8,2017.0,
17,1.0300054740025065E9,2018.0,
18,6.715254493662127E8,2019.0,
