system:index,Forest Loss Total,year,.geo
0,1.589133085894919E8,2001.0,
1,1.4758464121036017E8,2002.0,
2,8.651207681370921E7,2003.0,
3,1.7268245702294084E8,2004.0,
4,1.800156664580253E8,2005.0,
5,1.2108163519579838E8,2006.0,
6,3.5633327077493966E8,2007.0,
7,1.662160214098712E8,2008.0,
8,1.5176383168993446E8,2009.0,
9,1.721571560030151E8,2010.0,
10,1.6295019510548165E8,2011.0,
11,2.908784989350988E8,2012.0,
12,1.2237039602677815E8,2013.0,
13,1.8639942596535525E8,2014.0,
14,1.0496247583240776E8,2015.0,
15,2.2308939609966847E8,2016.0,
16,1.843925675772078E8,2017.0,
17,1.844376231016659E8,2018.0,
18,1.1863480094677784E8,2019.0,
