system:index,Forest Loss Total,year,.geo
0,5.334020556939721E7,2001.0,
1,6.177982596685767E7,2002.0,
2,4.7794213883550905E7,2003.0,
3,1.1006090104017359E8,2004.0,
4,9.366819513876258E7,2005.0,
5,7.056751714900525E7,2006.0,
6,8.583796699575937E7,2007.0,
7,8.317714515368485E7,2008.0,
8,9.712968431520207E7,2009.0,
9,1.1034814389136244E8,2010.0,
10,8.163521182948764E7,2011.0,
11,1.1890498373453537E8,2012.0,
12,9.05422428959073E7,2013.0,
13,1.5178613193648326E8,2014.0,
14,1.0789867655682781E8,2015.0,
15,1.3973807977553925E8,2016.0,
16,1.429799173560006E8,2017.0,
17,1.3998258018853018E8,2018.0,
18,1.4445875450072187E8,2019.0,
