system:index,Forest Loss Total,year,.geo
0,1.1878990254783003E8,2001.0,
1,4.787846466739072E7,2002.0,
2,2.3087450772328816E7,2003.0,
3,5.345158354050341E7,2004.0,
4,3.625529847701536E7,2005.0,
5,6.792658682316822E7,2006.0,
6,4.5752362061162406E8,2007.0,
7,2.075601719278026E8,2008.0,
8,5.5768145817006305E7,2009.0,
9,7.586426557638274E7,2010.0,
10,6.1713436602076635E7,2011.0,
11,1.4358134449228227E8,2012.0,
12,7.63969686405898E7,2013.0,
13,4.462629584959836E7,2014.0,
14,4.4499403173565075E7,2015.0,
15,7.173128061889313E7,2016.0,
16,1.0968390575775003E8,2017.0,
17,8.444500444749828E7,2018.0,
18,6.810570290089446E7,2019.0,
