system:index,Forest Loss Total,year,.geo
0,3.539978700464238E7,2001.0,
1,1.0202311977082258E7,2002.0,
2,1.4809202435096651E7,2003.0,
3,2.283427760390901E7,2004.0,
4,4.3080773870134056E7,2005.0,
5,4.98965742698448E7,2006.0,
6,4.0960117316052966E7,2007.0,
7,5.6529399610521995E7,2008.0,
8,6.216545542270891E7,2009.0,
9,4.357998853285907E7,2010.0,
10,3.0876349189716652E7,2011.0,
11,4.2026976922140084E7,2012.0,
12,1.9945606128132537E7,2013.0,
13,4.362382046337712E7,2014.0,
14,2.5446486946061436E7,2015.0,
15,4.607166083965477E7,2016.0,
16,4.2356720097856104E7,2017.0,
17,3.120916021933689E7,2018.0,
18,7.77598663383837E7,2019.0,
