system:index,Forest Loss Total,year,.geo
0,2.4920429814028274E7,2001.0,
1,1.6850784469500855E7,2002.0,
2,1.3440294115128342E7,2003.0,
3,5.222991757602275E7,2004.0,
4,2.4308506474377923E7,2005.0,
5,1.866806072159089E7,2006.0,
6,2.5435763529821776E7,2007.0,
7,3.079727248728243E7,2008.0,
8,2.4520794131231092E7,2009.0,
9,3.1779178112264477E7,2010.0,
10,2.4499338128193695E7,2011.0,
11,4.2514865245772295E7,2012.0,
12,2.784475714411286E7,2013.0,
13,4.286030176046454E7,2014.0,
14,2.1638714784985825E7,2015.0,
15,4.819612866439879E7,2016.0,
16,4.90578543849674E7,2017.0,
17,6.981211146537463E7,2018.0,
18,5.439001230021374E7,2019.0,
