system:index,Forest Loss Total,year,.geo
0,6.05632884976663E7,2001.0,
1,3.656952723276367E7,2002.0,
2,1.6050630822751991E7,2003.0,
3,5.024963163314065E7,2004.0,
4,5.13838588101146E7,2005.0,
5,4.2615458417697564E7,2006.0,
6,7.067929748098624E7,2007.0,
7,5.9378806678665936E7,2008.0,
8,6.1954381989005774E7,2009.0,
9,3.64390030476979E7,2010.0,
10,3.0136373077659458E7,2011.0,
11,5.7398871648382924E7,2012.0,
12,4.6756303354456045E7,2013.0,
13,5.374105940695705E7,2014.0,
14,3.8579126032291904E7,2015.0,
15,7.671003138811131E7,2016.0,
16,5.9498338680274874E7,2017.0,
17,7.888093933621563E7,2018.0,
18,9.219282849834463E7,2019.0,
