system:index,Forest Loss Total,year,.geo
0,1.3357530335589848E9,2001.0,
1,1.3785084459695337E9,2002.0,
2,8.834645469491526E8,2003.0,
3,1.4578009926690297E9,2004.0,
4,2.2896345133633204E9,2005.0,
5,1.8102078696925504E9,2006.0,
6,1.5085614938897202E9,2007.0,
7,2.0027660478575845E9,2008.0,
8,1.752457788200101E9,2009.0,
9,1.6587794568937263E9,2010.0,
10,1.434023586160385E9,2011.0,
11,1.6010298956579587E9,2012.0,
12,1.482410011528155E9,2013.0,
13,1.8554667150766826E9,2014.0,
14,1.7091144988699985E9,2015.0,
15,2.382079677359339E9,2016.0,
16,2.956668990254504E9,2017.0,
17,2.5980026327472715E9,2018.0,
18,2.792165348419362E9,2019.0,
