system:index,Forest Loss Total,year,.geo
0,6.6978913490478516E7,2001.0,
1,3.832597782789115E7,2002.0,
2,1.5809327696531288E7,2003.0,
3,5.046116386219841E7,2004.0,
4,6.073635127733872E7,2005.0,
5,4.229558616360821E7,2006.0,
6,9.843642848547387E7,2007.0,
7,6.264558369538957E7,2008.0,
8,6.829650109679386E7,2009.0,
9,3.6183627150603175E7,2010.0,
10,2.983893653918816E7,2011.0,
11,5.662979103363683E7,2012.0,
12,4.6261575899561025E7,2013.0,
13,5.589616346947979E7,2014.0,
14,4.358795583087589E7,2015.0,
15,9.099193886278172E7,2016.0,
16,5.897004703740258E7,2017.0,
17,8.000403419748272E7,2018.0,
18,9.796770859502432E7,2019.0,
