system:index,Forest Loss Total,year,.geo
0,8.348805415099381E7,2001.0,
1,9.238274941863847E7,2002.0,
2,3.0240131253985234E7,2003.0,
3,1.413278165792751E8,2004.0,
4,8.860167288197356E7,2005.0,
5,7.388936825734551E7,2006.0,
6,9.856447394450037E7,2007.0,
7,1.3403697360034084E8,2008.0,
8,1.2762473834303315E8,2009.0,
9,1.3981633620769355E8,2010.0,
10,1.1146663785106416E8,2011.0,
11,2.1008322235718825E8,2012.0,
12,1.542737519411348E8,2013.0,
13,1.9693912047181323E8,2014.0,
14,1.393599935260424E8,2015.0,
15,2.4411579176507735E8,2016.0,
16,3.370901718126159E8,2017.0,
17,3.8517523349967086E8,2018.0,
18,5.941996905755358E8,2019.0,
