system:index,Forest Loss Total,year,.geo
0,5.991196776065841E7,2001.0,
1,3.625328692111816E7,2002.0,
2,1.5809327696531288E7,2003.0,
3,4.982441469740349E7,2004.0,
4,5.046916286052964E7,2005.0,
5,4.229558616360821E7,2006.0,
6,6.915712995403096E7,2007.0,
7,5.855050342683488E7,2008.0,
8,6.165829274767277E7,2009.0,
9,3.6183627150603175E7,2010.0,
10,2.983893653918816E7,2011.0,
11,5.662979103363683E7,2012.0,
12,4.6261575899561025E7,2013.0,
13,5.345862415646877E7,2014.0,
14,3.8399577411320224E7,2015.0,
15,7.64555560294077E7,2016.0,
16,5.897004703740258E7,2017.0,
17,7.818909272989239E7,2018.0,
18,9.166558263671133E7,2019.0,
