system:index,Forest Loss Total,year,.geo
0,1.5794607983265597E8,2001.0,
1,1.3885116623180458E8,2002.0,
2,7.718760166875072E7,2003.0,
3,1.729520381294472E8,2004.0,
4,1.8033145501680216E8,2005.0,
5,1.2124338408965825E8,2006.0,
6,2.2202580806815425E8,2007.0,
7,1.6040228641468844E8,2008.0,
8,1.5214760661876747E8,2009.0,
9,1.645952041382549E8,2010.0,
10,1.6323064443177563E8,2011.0,
11,2.6532668435499483E8,2012.0,
12,1.2102973419303791E8,2013.0,
13,1.8700290946413454E8,2014.0,
14,1.0501729103260307E8,2015.0,
15,2.1679830750195238E8,2016.0,
16,1.8445385659033036E8,2017.0,
17,1.737377048978662E8,2018.0,
18,1.1864114509716846E8,2019.0,
