system:index,Forest Loss Total,year,.geo
0,1.789386214686488E8,2001.0,
1,2.8067421519882786E8,2002.0,
2,2.0837105945349362E8,2003.0,
3,4.6084932162776786E8,2004.0,
4,3.108502977441638E8,2005.0,
5,3.60361437780067E8,2006.0,
6,3.068328678205507E8,2007.0,
7,2.776101205138533E8,2008.0,
8,3.524963806231278E8,2009.0,
9,4.5523320227583647E8,2010.0,
10,2.694860855294776E8,2011.0,
11,6.129979193691059E8,2012.0,
12,5.672207877737634E8,2013.0,
13,6.522391836639756E8,2014.0,
14,5.075412201487492E8,2015.0,
15,1.055292840034839E9,2016.0,
16,2.0351755129413779E9,2017.0,
17,1.1006733147490451E9,2018.0,
18,4.353260480993989E8,2019.0,
