system:index,Forest Loss Total,year,.geo
0,1.187920292382597E8,2001.0,
1,4.7914257196345076E7,2002.0,
2,2.3695893610743627E7,2003.0,
3,6.300879373124161E7,2004.0,
4,3.7172199430255E7,2005.0,
5,6.795096252163517E7,2006.0,
6,4.575907913155425E8,2007.0,
7,2.075622962273021E8,2008.0,
8,6.160116334162573E7,2009.0,
9,7.612636139999114E7,2010.0,
10,6.209187419295798E7,2011.0,
11,1.435842312588228E8,2012.0,
12,7.649612423488912E7,2013.0,
13,4.4627711550159894E7,2014.0,
14,4.450491412699525E7,2015.0,
15,7.173474215002106E7,2016.0,
16,1.0969442586486672E8,2017.0,
17,8.521899860913707E7,2018.0,
18,8.94620628394931E7,2019.0,
