system:index,Forest Loss Total,year,.geo
0,6.80323874600914E7,2001.0,
1,3.8642218139536664E7,2002.0,
2,1.6050630822751991E7,2003.0,
3,5.0886380797935575E7,2004.0,
4,6.169990614281724E7,2005.0,
5,4.2615458417697564E7,2006.0,
6,9.996722068650143E7,2007.0,
7,6.347388694722062E7,2008.0,
8,6.868566184246036E7,2009.0,
9,3.64390030476979E7,2010.0,
10,3.0136373077659458E7,2011.0,
11,5.7398871648382924E7,2012.0,
12,4.6756303354456045E7,2013.0,
13,5.617859871996807E7,2014.0,
14,4.3768613508732334E7,2015.0,
15,9.125755174162693E7,2016.0,
16,5.953980645127097E7,2017.0,
17,8.113951227792706E7,2018.0,
18,9.850252531987783E7,2019.0,
