system:index,Forest Loss Total,year,.geo
0,1.4625126560850254E8,2001.0,
1,1.583366745069174E8,2002.0,
2,1.45636595118261E7,2003.0,
3,1.818017214689483E8,2004.0,
4,7.132039111143559E7,2005.0,
5,1.50828787549955E8,2006.0,
6,2.5415669343041468E8,2007.0,
7,1.0943440392938988E8,2008.0,
8,2.488904798113042E8,2009.0,
9,2.2030796695062137E8,2010.0,
10,1.583209981868822E8,2011.0,
11,2.8863257477418065E8,2012.0,
12,2.604487863610434E8,2013.0,
13,2.850645447097354E8,2014.0,
14,2.1908966854062128E8,2015.0,
15,2.600973176056862E8,2016.0,
16,2.2112869384296158E8,2017.0,
17,2.474527061169161E8,2018.0,
18,2.7220054046504146E8,2019.0,
