system:index,Forest Loss Total,year,.geo
0,2.068370087534231E8,2001.0,
1,2.685162098816148E8,2002.0,
2,2.0694085305046734E8,2003.0,
3,2.987385264448654E8,2004.0,
4,3.8566425150500333E8,2005.0,
5,3.8324225199449867E8,2006.0,
6,3.587974365969303E8,2007.0,
7,2.9179741061178505E8,2008.0,
8,3.4813480306618255E8,2009.0,
9,4.7331791890453225E8,2010.0,
10,4.107058011402749E8,2011.0,
11,3.315612422611926E8,2012.0,
12,2.7818548770478207E8,2013.0,
13,3.226882841442097E8,2014.0,
14,3.0793610519432116E8,2015.0,
15,4.48497483432153E8,2016.0,
16,4.6561049611082214E8,2017.0,
17,4.621814997913017E8,2018.0,
18,5.523123152276845E8,2019.0,
