system:index,Forest Loss Total,year,.geo
0,1.2578051408657484E9,2001.0,
1,1.6701061364197426E9,2002.0,
2,8.824734961752895E8,2003.0,
3,2.5845444146383777E9,2004.0,
4,1.901873159842178E9,2005.0,
5,2.3706428232303405E9,2006.0,
6,1.8077243170580604E9,2007.0,
7,2.808876122800476E9,2008.0,
8,2.0663633725531006E9,2009.0,
9,2.591137601186626E9,2010.0,
10,2.0437730944145281E9,2011.0,
11,2.323720919978555E9,2012.0,
12,1.9698880757671683E9,2013.0,
13,2.311487437497084E9,2014.0,
14,2.1516846295118246E9,2015.0,
15,3.039324849223835E9,2016.0,
16,3.224165669620279E9,2017.0,
17,2.8621083489622726E9,2018.0,
18,3.231853859387146E9,2019.0,
