system:index,Forest Loss Total,year,.geo
0,1.6812117649195594E8,2001.0,
1,1.645063902923483E8,2002.0,
2,1.45636595118261E7,2003.0,
3,2.111932653947906E8,2004.0,
4,7.536827723918216E7,2005.0,
5,1.849848761518837E8,2006.0,
6,2.87073339536069E8,2007.0,
7,1.1607154392541637E8,2008.0,
8,3.532278551903094E8,2009.0,
9,2.723504824000966E8,2010.0,
10,2.1837956995099267E8,2011.0,
11,3.494473651025011E8,2012.0,
12,2.786490416056113E8,2013.0,
13,2.973241142242007E8,2014.0,
14,2.355228652512536E8,2015.0,
15,2.8026740799121475E8,2016.0,
16,2.245056061473439E8,2017.0,
17,2.5701460484999403E8,2018.0,
18,2.771590220601651E8,2019.0,
