system:index,Forest Loss Total,year,.geo
0,1.6970952588998786E8,2001.0,
1,1.6551529750282803E8,2002.0,
2,1.490464053764397E7,2003.0,
3,2.1185408286054268E8,2004.0,
4,7.585352222718875E7,2005.0,
5,1.857394616420265E8,2006.0,
6,2.8850225089800066E8,2007.0,
7,1.1711477949749888E8,2008.0,
8,3.544194758937701E8,2009.0,
9,2.735362636346852E8,2010.0,
10,2.2128978073648918E8,2011.0,
11,3.5080472649724597E8,2012.0,
12,2.7948936364943457E8,2013.0,
13,2.97888690129169E8,2014.0,
14,2.3625114180093622E8,2015.0,
15,2.8284197080575943E8,2016.0,
16,2.2539904265278512E8,2017.0,
17,2.5796761826665053E8,2018.0,
18,2.7779968233161896E8,2019.0,
