system:index,Forest Loss Total,year,.geo
0,3.726748967840947E7,2001.0,
1,1.0216307376343733E7,2002.0,
2,1.4815773988685519E7,2003.0,
3,2.2840191407864083E7,2004.0,
4,8.642071726306716E7,2005.0,
5,4.9897091671639234E7,2006.0,
6,4.196795990324169E7,2007.0,
7,5.864532228837844E7,2008.0,
8,6.532214474799578E7,2009.0,
9,4.359057698653338E7,2010.0,
10,3.0876349189716652E7,2011.0,
11,4.361649570317647E7,2012.0,
12,1.9946111616444305E7,2013.0,
13,5.26886752897321E7,2014.0,
14,2.5446486946061436E7,2015.0,
15,4.6072160729211666E7,2016.0,
16,4.315244362764126E7,2017.0,
17,3.1261790295356177E7,2018.0,
18,9.02828236696215E7,2019.0,
