system:index,b1,year,.geo
0,3284695.7855855287,2011.0,
1,2965107.3596627964,2012.0,
2,1812598.1228626943,2013.0,
3,5703625.669730355,2014.0,
4,1943151.8891295097,2015.0,
5,6433527.397932011,2016.0,
6,5406536.334293672,2017.0,
7,6422104.329077716,2018.0,
8,4709030.532053068,2019.0,
