system:index,b1,year,.geo
0,587790.1412750786,2011.0,
1,1147768.2828530893,2012.0,
2,855157.8015755074,2013.0,
3,1722272.4858113532,2014.0,
4,783287.9397444398,2015.0,
5,1659221.5707457375,2016.0,
6,1753586.2670554265,2017.0,
7,2703988.2133322475,2018.0,
8,2013521.5929789683,2019.0,
