system:index,b1,year,.geo
0,1.3840560627031714E7,2011.0,
1,1.7410200376976173E7,2012.0,
2,1.0248583004165156E7,2013.0,
3,1.711580102134631E7,2014.0,
4,1.3242336769977445E7,2015.0,
5,2.021822231563445E7,2016.0,
6,2.415166684618834E7,2017.0,
7,2.4623050101503532E7,2018.0,
8,3.1776210291909896E7,2019.0,
