system:index,b1,year,.geo
0,7270591.293115635,2011.0,
1,4726516.560310442,2012.0,
2,3222368.6595067075,2013.0,
3,4668554.726918191,2014.0,
4,3472834.0359326336,2015.0,
5,7863331.463153627,2016.0,
6,8410877.960673153,2017.0,
7,1.1063213302761279E7,2018.0,
8,1.5358844286622806E7,2019.0,
