system:index,b1,year,.geo
0,4678284.5852388395,2011.0,
1,6999200.681835065,2012.0,
2,9229569.478123141,2013.0,
3,1.1914998871116986E7,2014.0,
4,9851570.370046094,2015.0,
5,1.6207776438668638E7,2016.0,
6,1.2124890615922846E7,2017.0,
7,1.886918347791076E7,2018.0,
8,1.2506997668321652E7,2019.0,
