system:index,b1,year,.geo
0,4359006.659016423,2011.0,
1,7437038.220969974,2012.0,
2,4141737.5742103877,2013.0,
3,6716778.0027255835,2014.0,
4,3566150.4294181275,2015.0,
5,7931973.002831384,2016.0,
6,6510025.84872232,2017.0,
7,6426256.20737948,2018.0,
8,4465158.540298,2019.0,
