system:index,b1,year,.geo
0,9251745.147893127,2011.0,
1,6333683.485977352,2012.0,
2,3504150.4519869857,2013.0,
3,6781804.8765888885,2014.0,
4,3716401.7810235964,2015.0,
5,9870164.472183725,2016.0,
6,1.0848051500662114E7,2017.0,
7,1.5561425413937375E7,2018.0,
8,3.4219368315875694E7,2019.0,
