system:index,b1,year,.geo
0,1072745.4082156697,2011.0,
1,1480073.05362112,2012.0,
2,769982.7566781708,2013.0,
3,1715566.5266339995,2014.0,
4,950602.7845736307,2015.0,
5,1696753.796805247,2016.0,
6,1683542.219907507,2017.0,
7,1076203.2780236336,2018.0,
8,3325874.6583522237,2019.0,
