system:index,b1,year,.geo
0,4832923.873552552,2011.0,
1,9641116.623014003,2012.0,
2,8794735.599007338,2013.0,
3,1.0230131995554393E7,2014.0,
4,7757044.168901925,2015.0,
5,9342393.877860378,2016.0,
6,7555909.1217390755,2017.0,
7,8535926.050058821,2018.0,
8,1.0038125849273596E7,2019.0,
