system:index,b1,year,.geo
0,3.721630506431061E7,2011.0,
1,4.5238978094710425E7,2012.0,
2,4.2160696135044694E7,2013.0,
3,6.004524913665378E7,2014.0,
4,5.10265568829125E7,2015.0,
5,7.19032211506894E7,2016.0,
6,9.425987351245427E7,2017.0,
7,8.231045806285083E7,2018.0,
8,9.25122677938567E7,2019.0,
