system:index,b1,year,.geo
0,8471236.80634306,2011.0,
1,6040899.209566165,2012.0,
2,5879706.760126906,2013.0,
3,8002812.41797851,2014.0,
4,8130805.095320294,2015.0,
5,1.1456289662114132E7,2016.0,
6,1.2570460323804738E7,2017.0,
7,1.305671311396918E7,2018.0,
8,1.5674526474604396E7,2019.0,
