system:index,b1,year,.geo
0,2189736.873142216,2011.0,
1,3319885.457669221,2012.0,
2,2670999.5115065463,2013.0,
3,4974956.762706346,2014.0,
4,3308486.417060667,2015.0,
5,4297177.230504049,2016.0,
6,4320019.156690162,2017.0,
7,4327106.331976258,2018.0,
8,4609337.696653131,2019.0,
