system:index,b1,year,.geo
0,1.6579073899097592E7,2011.0,
1,1.9287136537997883E7,2012.0,
2,1.0248729841533406E7,2013.0,
3,1.7115853171287753E7,2014.0,
4,1.3242336769977443E7,2015.0,
5,2.0742051340993643E7,2016.0,
6,2.4151833370983396E7,2017.0,
7,2.5428281265251324E7,2018.0,
8,3.2505163640156705E7,2019.0,
