system:index,b1,year,.geo
0,153602.99957502403,2011.0,
1,175435.85861185298,2012.0,
2,132952.655515783,2013.0,
3,207132.0210266263,2014.0,
4,147188.66614159418,2015.0,
5,234130.74959893696,2016.0,
6,172797.2862108268,2017.0,
7,194685.838122596,2018.0,
8,265144.4292513025,2019.0,
