system:index,b1,year,.geo
0,4669004.608774688,2011.0,
1,6999102.312239537,2012.0,
2,8859315.862555338,2013.0,
3,1.170374236764466E7,2014.0,
4,9578596.943985896,2015.0,
5,1.5065938975564562E7,2016.0,
6,1.1809511138386711E7,2017.0,
7,1.648069040239116E7,2018.0,
8,1.1650891495975712E7,2019.0,
