system:index,b1,year,.geo
0,619448.6579957812,2011.0,
1,387370.87077293394,2012.0,
2,311520.798305719,2013.0,
3,2633618.2511118087,2014.0,
4,480740.6114694446,2015.0,
5,2669686.823649401,2016.0,
6,2398475.2374192197,2017.0,
7,3889501.7628846564,2018.0,
8,1756828.920811728,2019.0,
