system:index,b1,year,.geo
0,1.569413088408689E7,2011.0,
1,1.2630546634750621E7,2012.0,
2,8300640.742637892,2013.0,
3,1.1362063999110062E7,2014.0,
4,6506055.233106471,2015.0,
5,1.3584644260501178E7,2016.0,
6,1.627812329495386E7,2017.0,
7,2.0560934363270063E7,2018.0,
8,4.369622469032663E7,2019.0,
