system:index,b1,year,.geo
0,2874139.4433365776,2011.0,
1,5536016.459183756,2012.0,
2,3789274.452681908,2013.0,
3,6133500.058546605,2014.0,
4,3931843.737903788,2015.0,
5,6517627.592143504,2016.0,
6,7443714.0693137385,2017.0,
7,1.012178608521932E7,2018.0,
8,1.972649542432598E7,2019.0,
