system:index,b1,year,.geo
0,691915.6222324102,2011.0,
1,1061758.2261160589,2012.0,
2,432388.14928321744,2013.0,
3,752255.8648861119,2014.0,
4,606456.324019317,2015.0,
5,757877.7302539714,2016.0,
6,997942.2176389584,2017.0,
7,959041.1584591585,2018.0,
8,1087692.236046445,2019.0,
