system:index,b1,year,.geo
0,7270591.293115636,2011.0,
1,4726516.560310442,2012.0,
2,3222368.659506708,2013.0,
3,4668554.726918191,2014.0,
4,3472834.035932634,2015.0,
5,7863331.463153627,2016.0,
6,8410877.960673153,2017.0,
7,8025709.26555166,2018.0,
8,1.103307955961975E7,2019.0,
