system:index,b1,year,.geo
0,2189711.2654571272,2011.0,
1,3306870.4353646855,2012.0,
2,2670283.8653960116,2013.0,
3,4909985.970401352,2014.0,
4,3305016.840678984,2015.0,
5,4229701.917302145,2016.0,
6,4318994.887712043,2017.0,
7,4325165.163091981,2018.0,
8,4574977.168826823,2019.0,
