system:index,b1,year,.geo
0,431285.3107759971,2011.0,
1,399972.7711783185,2012.0,
2,202135.75493739167,2013.0,
3,375725.38524574204,2014.0,
4,378933.4350826946,2015.0,
5,563234.4068893301,2016.0,
6,510045.75682260474,2017.0,
7,471800.03463103354,2018.0,
8,1027254.4128705241,2019.0,
