system:index,b1,year,.geo
0,8798811.957737949,2011.0,
1,6333611.540928066,2012.0,
2,3504150.451986986,2013.0,
3,6781804.8765888885,2014.0,
4,3716401.7810235964,2015.0,
5,8011320.706309785,2016.0,
6,7571966.651356348,2017.0,
7,7862777.232391417,2018.0,
8,1.2796195058815582E7,2019.0,
