system:index,b1,year,.geo
0,4804011.681223787,2011.0,
1,9613743.561790496,2012.0,
2,8774990.461164445,2013.0,
3,1.0214514800219959E7,2014.0,
4,7733960.054062847,2015.0,
5,9262168.062178921,2016.0,
6,7527140.278637122,2017.0,
7,8505981.04643486,2018.0,
8,1.0016585401185188E7,2019.0,
