system:index,b1,year,.geo
0,619220.9654749243,2011.0,
1,364953.8264347076,2012.0,
2,306129.62655374303,2013.0,
3,1980959.5407617718,2014.0,
4,480740.6114694445,2015.0,
5,2199234.8752160016,2016.0,
6,2393997.655685278,2017.0,
7,2836801.9972012835,2018.0,
8,1617441.286884505,2019.0,
