system:index,b1,year,.geo
0,4.180773042253974E7,2011.0,
1,4.525268341512116E7,2012.0,
2,4.216119272295153E7,2013.0,
3,6.010028295648863E7,2014.0,
4,5.1173368208963245E7,2015.0,
5,7.223892917307927E7,2016.0,
6,1.0670608546825103E8,2017.0,
7,8.501608772535315E7,2018.0,
8,9.503399074019271E7,2019.0,
