system:index,b1,year,.geo
0,8471137.30537508,2011.0,
1,6040899.209566165,2012.0,
2,5877651.742703277,2013.0,
3,8002812.417978511,2014.0,
4,8130701.260373663,2015.0,
5,1.1452772609843245E7,2016.0,
6,1.2567722100672603E7,2017.0,
7,1.3040022445069645E7,2018.0,
8,1.566667325971296E7,2019.0,
