system:index,b1,year,.geo
0,1655539.1014397487,2011.0,
1,2178226.0916452054,2012.0,
2,1273396.0392387942,2013.0,
3,1836796.1850031088,2014.0,
4,1396587.80133172,2015.0,
5,1838629.9667662526,2016.0,
6,1687420.3329162418,2017.0,
7,1866760.6366500854,2018.0,
8,2450233.7740409374,2019.0,
