system:index,b1,year,.geo
0,1657980.287741457,2011.0,
1,2180261.725398982,2012.0,
2,1273460.7239512042,2013.0,
3,1836923.7646196554,2014.0,
4,1398101.6484558198,2015.0,
5,1840707.1833151723,2016.0,
6,1688814.3902320685,2017.0,
7,1866760.6366500854,2018.0,
8,2450387.8281781673,2019.0,
