system:index,b1,year,.geo
0,5476931.847918978,2011.0,
1,1.1583419758814806E7,2012.0,
2,1.0360064248125695E7,2013.0,
3,1.3056305541801522E7,2014.0,
4,1.0991119811554918E7,2015.0,
5,1.816307136044563E7,2016.0,
6,1.5570227956463622E7,2017.0,
7,2.1670774139346726E7,2018.0,
8,1.3564822330038289E7,2019.0,
