system:index,b1,year,.geo
0,4359006.659016423,2011.0,
1,8047582.453567802,2012.0,
2,4205596.468126756,2013.0,
3,6716778.002725583,2014.0,
4,3566150.4294181275,2015.0,
5,8152040.144672318,2016.0,
6,6510025.84872232,2017.0,
7,6813920.21613528,2018.0,
8,4465158.540298,2019.0,
