system:index,b1,year,.geo
0,2.2028934331266973E7,2011.0,
1,2.350402429149023E7,2012.0,
2,1.4576255824430542E7,2013.0,
3,2.5231489290439766E7,2014.0,
4,1.7771926061766993E7,2015.0,
5,3.6610935042656235E7,2016.0,
6,4.227242396970587E7,2017.0,
7,4.027009202701738E7,2018.0,
8,3.588651245423291E7,2019.0,
