system:index,b1,year,.geo
0,694671.4949035643,2011.0,
1,1808722.3962242724,2012.0,
2,1608208.903205809,2013.0,
3,1871645.4192502904,2014.0,
4,1340268.3265933672,2015.0,
5,2546553.0131596397,2016.0,
6,1906467.7544364005,2017.0,
7,2604879.917854631,2018.0,
8,3478994.979538678,2019.0,
