system:index,b1,year,.geo
0,4.180514967804387E7,2011.0,
1,4.524957405067738E7,2012.0,
2,4.21607639976803E7,2013.0,
3,6.009963893085576E7,2014.0,
4,5.117195870715508E7,2015.0,
5,7.223513407974793E7,2016.0,
6,1.06692551212241E8,2017.0,
7,8.500324154985799E7,2018.0,
8,9.502607945740682E7,2019.0,
