system:index,b1,year,.geo
0,5.883734359083638E7,2011.0,
1,7.007781874816878E7,2012.0,
2,5.871177843979761E7,2013.0,
3,7.582846893204953E7,2014.0,
4,6.807124298751444E7,2015.0,
5,9.994452349964315E7,2016.0,
6,1.0994737196437022E8,2017.0,
7,9.435280983959074E7,2018.0,
8,1.1406732181248188E8,2019.0,
