system:index,b1,year,.geo
0,5.901929537073001E7,2011.0,
1,7.05797587979565E7,2012.0,
2,5.87120374994013E7,2013.0,
3,7.950805708056615E7,2014.0,
4,6.80713410371842E7,2015.0,
5,1.0151215523101075E8,2016.0,
6,1.1217495612437046E8,2017.0,
7,9.501072355798216E7,2018.0,
8,1.1604283538832346E8,2019.0,
