system:index,b1,year,.geo
0,7809134.152096129,2011.0,
1,6753573.368496248,2012.0,
2,5350574.251965441,2013.0,
3,6533214.403240129,2014.0,
4,5982118.446556972,2015.0,
5,9617712.198602261,2016.0,
6,1.0191878587627264E7,2017.0,
7,7721360.884021997,2018.0,
8,9964325.750957012,2019.0,
