system:index,b1,year,.geo
0,4367375.668977073,2011.0,
1,8076759.599814235,2012.0,
2,4227606.299906713,2013.0,
3,6735451.830422383,2014.0,
4,3568337.9060981674,2015.0,
5,8156517.98210518,2016.0,
6,6511482.9160743775,2017.0,
7,6816310.312578456,2018.0,
8,4465741.769072786,2019.0,
